Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Neutral,0.694,1584178432191045635,0.026258083,0.69359374,0.2801482,"aujourd'hui, nous sommes en direct du @podcastparis avec @iambilalhassani et @minasoundiram pour l'enregistrement du nouvel épisode de ""c'est réel"". rendez-vous à 16h30 sur la nouvelle app brut ➡️ t.co/iiv9ffe6ut t.co/iyzrmbnysd",2022-10-23 13:42:25+00:00,18,3,0,15,0
Positive,0.842,1584121199692505088,0.048358526,0.10985339,0.8417881,"""je suis capable de lire un livre de 300 pages en 10, 15 minutes… avec une très bonne compréhension."" double champion du monde de lecture rapide, kamel kajout livre ses secrets pour lire plus vite. t.co/zldgmagfar",2022-10-23 09:55:00+00:00,1462,214,36,1175,37
Negative,0.75,1584077411301396481,0.749882,0.110032625,0.14008527,"""je n'ai jamais rien laissé paraître, parce que ç'aurait été un aveu de faiblesse."" il est l'un des plus grands athlètes de tous les temps, 23 fois champion olympique de natation. et pourtant, comme beaucoup de sportifs, @michaelphelps a connu la dépression. il raconte. t.co/tzrlalrspk",2022-10-23 07:01:00+00:00,707,172,4,514,17
Neutral,0.414,1583858720647401473,0.18310168,0.4142654,0.4026329,"""une œuvre d'art n'a jamais une seule signification"" inspirée par le monde qui nous entoure, l'artiste alicja kwade nous parle de son œuvre ""au cours des mondes"" présentée place vendôme, dans le cadre de la foire d'art contemporain #parisplus par @artbasel. t.co/e2kjiqf29k",2022-10-22 16:32:00+00:00,40,7,0,32,1
Positive,0.843,1583834057804087297,0.037564266,0.119906336,0.84252936,"on est allé au stade avec venant sochon, 91 ans, l'un des plus anciens supporters du @stadelavallois. et tant qu'il pourra, il sera toujours là pour soutenir son équipe. t.co/uhszl06bfx",2022-10-22 14:54:00+00:00,7058,1082,130,5576,270
Positive,0.562,1583775421744685056,0.27472928,0.16331339,0.5619574,"""je tremblais, j'étais trop content de les revoir !"" il travaillait dans un foyer pour adultes en situation de handicap avant de percer dans le rap. brut a passé la journée à périgueux avec @joysadoff, sa famille et les résidents du foyer qu'il accompagnait. t.co/zokrlmq5nu",2022-10-22 11:01:00+00:00,248,41,3,200,4
Positive,0.37,1583730374827397120,0.3376287,0.29208967,0.37028164,"brut a rencontré michael dupouy, collectionneur et acheteur d'art contemporain. en parcourant les allées de la foire #parisplus par @artbasel, il nous raconte la réalité d'un monde souvent méconnu. t.co/blvnt1rugb",2022-10-22 08:02:00+00:00,118,21,3,93,1
Neutral,0.412,1583706970208583681,0.31333128,0.412231,0.27443764,"oui oui, il y a des bisons au royaume-uni, et il y en a même un qui vient de naître en dehors d'un zoo, une première depuis des milliers d'années. on vous raconte son histoire. t.co/aknyxakmxi",2022-10-22 06:29:00+00:00,190,31,0,158,1
Negative,0.912,1583569506437586944,0.9120478,0.05592444,0.032027844,la nouvelle-zélande veut taxer les pets de vache pour lutter contre le réchauffement climatique… et provoque la colère des agriculteurs. #climatechange #climat t.co/tlfclwa6mp,2022-10-21 21:22:46+00:00,114,20,16,69,9
Negative,0.901,1583546909376991233,0.9014437,0.076174766,0.022381643,des dizaines d’enfants sont morts en gambie et en indonésie après avoir bu des sirops médicaux : voici ce qu’on sait pour le moment. t.co/qlrllqksqh,2022-10-21 19:52:58+00:00,302,131,2,164,5
Neutral,0.598,1583514451868778496,0.03131919,0.59786314,0.3708177,"icône du rap et prix pulitzer, il est en concert ce soir à paris. voici l'histoire de kendrick lamar. t.co/ubewabahg1",2022-10-21 17:44:00+00:00,342,61,3,275,3
Positive,0.539,1583503631218872320,0.13765463,0.32364553,0.53869975,voici comment regarder la pluie d’étoiles filantes de cette nuit. t.co/2jcagw1lcq,2022-10-21 17:01:00+00:00,145,21,0,119,5
Negative,0.375,1583490213292040192,0.3751488,0.25504467,0.36980653,"des guerrières oubliées… c’est le thème des ""branchements de sokhna#2"" de l’artiste josèfa ntjam exposée à la galerie nıcolettı dans le cadre de paris+ par @artbasel au grand palais éphémère. pour brut, elle nous présente cette oeuvre. #parisplus t.co/dvyoa6skqa",2022-10-21 16:07:41+00:00,23,3,0,20,0
Negative,0.915,1583454507257974784,0.9150711,0.0719125,0.01301622,"dans le cambriolage de sa voiture, la chanteuse lana del rey perd son nouvel album, son livre, et des images de sa famille. t.co/qqdp8xqaus",2022-10-21 13:45:48+00:00,150,25,5,108,12
Neutral,0.607,1583390905389973504,0.17565328,0.6073206,0.21702628,"comment instagram gère la question de la nudité dans les contenus publiés sur la plateforme  le créateur de contenus @iamsnakeninja a posé la question directement à adam @mosseri, le patron d’insta. voici sa réponse. t.co/unyyfb7rer",2022-10-21 09:33:04+00:00,61,11,3,43,4
Positive,0.527,1583387502420758528,0.12700014,0.3464913,0.52650857,"vous avez été plus de 11,4 millions à regarder la vidéo des jeunes qui aident à la station service d'aulnay-sous-bois.⛽️ avez-vous vu des initiatives similaires près de chez vous ",2022-10-21 09:19:33+00:00,84,8,7,68,1
Neutral,0.53,1583380865748725762,0.15583782,0.5300277,0.31413448,"brut s’écoute aussi en podcast ! cet épisode raconte l’histoire des amazones du dahomey, un régiment militaire d’afrique de l’ouest entièrement composé de femmes qui a inspiré le film ""the woman king"". à écouter sur @spotifyfrance : t.co/b4ptqudhue",2022-10-21 08:53:10+00:00,14,2,0,12,0
Negative,0.472,1583344330835726336,0.47181484,0.23852631,0.28965884,"en faisant du neuf avec du vieux, ils veulent ressusciter la ligne de train bordeaux-lyon et créer une alternative à l'avion. brut a visité le premier train coopératif de france. t.co/fsjoaybtye",2022-10-21 06:28:00+00:00,2714,546,49,2054,65
Neutral,0.776,1583179494843682847,0.03074353,0.77563876,0.19361767,"ce soir dans ""brut.fanzone basket"", on parle de la reprise de la nba. rendez-vous à 22h sur la nouvelle app brut avec @erwanabautret et @justbeliketom de @firstteam101. pour télécharger l'app : t.co/xte11e6nwt t.co/2dvoda8rzg",2022-10-20 19:33:00+00:00,8,3,1,4,0
Negative,0.731,1583174461674569728,0.73137206,0.194146,0.07448195,"""le petit bandeau 'moins de 12 ans', il pourrait être h24 sur les chaînes d'info, en fait."" comment parler d'un crime comme celui de la petite lola à ses enfants  le psychiatre pour enfants thierry baubet (@tbaubet) répond. t.co/hpbvmpbwdz",2022-10-20 19:13:00+00:00,356,113,9,219,15
Negative,0.604,1583164898627842048,0.604009,0.24489601,0.15109503,"""on est juste des parents et on ne veut plus que les enfants dorment à la rue."" pendant ce temps-là à rennes, pour demander une solution d'hébergement pour des enfants et leurs familles à la rue, des élèves et leurs parents ont formé des chaînes humaines devant plusieurs écoles. t.co/xc2xkjf4su",2022-10-20 18:35:00+00:00,455,119,10,313,13
Neutral,0.503,1583160082422190081,0.38798952,0.5030472,0.108963266,bientôt un mur à la frontière entre la finlande et la russie  voici ce qu’il se passe. t.co/6ycdstefil,2022-10-20 18:15:51+00:00,53,13,2,36,2
Neutral,0.408,1583119097012711426,0.33568668,0.40830958,0.25600374,"linda et intan sont indonésiennes et depuis l'âge de 12 ans, elles travaillent dans une plantation d'huile de palme. leur quotidien, épandre 160 litres de pesticides sans masque et sans gants... @cashinvestigati a enquêté sur unicef france et ses partenariats. t.co/juo2pbtqg0",2022-10-20 15:33:00+00:00,190,83,3,102,2
Positive,0.544,1583099427929354240,0.096809134,0.3587559,0.5444349,un homme réclame 5 millions de dollars à la rappeuse cardi b pour une pochette d’album de 2016. t.co/2pdvmov1in,2022-10-20 14:14:50+00:00,61,11,3,46,1
Positive,0.813,1583072288324419592,0.07434481,0.11311068,0.8125444,"""l'étrange noël de monsieur jack"", chef d'oeuvre... de tim burton  pas tout à fait ! voici l'histoire méconnue derrière ce film culte présenté au festival lumière de lyon (@festlumiere) dans le cadre de l'hommage à tim burton. t.co/ghbqb4uo4g",2022-10-20 12:27:00+00:00,181,41,6,127,7
Negative,0.627,1583036563738742784,0.6273739,0.25914815,0.11347813,"pourquoi insta met aujourd’hui moins en avant les photos qu’à ses débuts  la créatrice @thedollbeauty a posé la question directement au patron d’instagram, adam @mosseri. t.co/dipbzfb3wa",2022-10-20 10:05:02+00:00,52,6,1,44,1
Negative,0.479,1583021334648344576,0.479065,0.4200874,0.100847654,"le web1 dans les années 90, le web2 dans les années 2000 et aujourd’hui le web3. mais qu’est-ce qui change concrètement avec le web3  t.co/n3v9umsxtu",2022-10-20 09:04:31+00:00,57,11,1,44,1
Positive,0.717,1582980684653674497,0.12721188,0.1558581,0.71693,"""c'était la première fois que je sortais de la colombie…"" quand il est arrivé en france, l'artiste ivan argote ne connaissait pas la langue, il ne connaissait personne… et ça lui a procuré une sensation de bonheur. son premier jour en france, voici comment il l'a vécu. t.co/xcvibedkmr",2022-10-20 06:23:00+00:00,159,26,3,128,2
Negative,0.407,1582807932248260608,0.40670922,0.38440967,0.20888107,"il a composé un album de noël au collège, il a eu une chaîne youtube de sketchs, il ne trouvait pas son 3e album assez bon alors il l'a refait entièrement… la vérité sur @charlieputh par charlie puth. t.co/azawkhumew",2022-10-19 18:56:32+00:00,50,12,0,37,1
Neutral,0.652,1582804775552241664,0.11691888,0.6516012,0.23147997,"ce soir dans ""le monde ou rien"", on parle de l'action tournesol et plus généralement des actions des militant.e.s écologistes avec @camilleetienne_. venez donner votre avis à 21h en live sur la nouvelle app brut ➡️ t.co/yzhzag92hr t.co/gdl5jmabmt",2022-10-19 18:44:00+00:00,12,0,0,12,0
Positive,0.666,1582785318574432256,0.027570428,0.3062274,0.66620225,"les sims 5 a été annoncé hier. le premier épisode est sorti il y a 22 ans, quel est votre meilleur souvenir avec cette série  🪜",2022-10-19 17:26:41+00:00,148,5,18,120,5
Neutral,0.667,1582779712375382024,0.036827818,0.66687876,0.29629338,on peut désormais commander du cannabis sur uber eats au canada. t.co/2k13vdarkt,2022-10-19 17:04:24+00:00,369,61,18,273,17
Positive,0.813,1582766587924213761,0.08822642,0.098667234,0.8131064,"la plasticienne mimosa echard vient de remporter le prix marcel duchamp, la plus prestigieuse récompense d’art contemporain en france. pour brut, elle raconte ce qui se cache derrière son “rideau de larmes”. #prixmarcelduchamp #parisplus t.co/0p0jjnxjkp",2022-10-19 16:12:15+00:00,91,11,5,68,7
Negative,0.643,1582746868198477824,0.64331156,0.30635324,0.050335284,que deviennent les anciens ministres après avoir quitté le gouvernement  t.co/lcqm1htdxt,2022-10-19 14:53:54+00:00,91,17,5,66,3
Negative,0.867,1582691727814672384,0.8674843,0.07511005,0.057405688,"plus de 25 ans après, le film la haine résonne encore. projeté dans le cadre du @festlumiere à lyon, on a demandé à mathieu kassovitz ce que ça représentait pour lui que son film soit devenu culte. t.co/d1tmewogfh",2022-10-19 11:14:47+00:00,78,13,8,57,0
Negative,0.54,1582684335550889985,0.53952736,0.293678,0.16679457,"pourquoi nous allons devoir nous chauffer à 19 degrés cet hiver  réponse avec @camilleetienne_. retrouvez-la tous les mercredis à 21h pour échanger sur des sujets environnementaux dans son talk en live ""le monde ou rien"" sur la nouvelle app brut ➡️ t.co/uyf5koqfox t.co/rhqwzvurpp",2022-10-19 10:45:25+00:00,49,12,6,30,1
Negative,0.783,1582658562773454849,0.78253186,0.12879087,0.08867725,"""j'ai tenté de comprendre comment les adolescents en crise suicidaire pouvaient être écoutés et aidés. pour ça, je suis allée à l'atrap, un centre d'accueil psychiatrique à paris."" 🤳 @fannylesbros pour brut. t.co/nbzhdzo2zf",2022-10-19 09:03:00+00:00,39,10,0,29,0
Negative,0.88,1582620310171287552,0.8802918,0.09870667,0.021001391,pourquoi les avions de lignes sont peu touchés par la pénurie de carburant  voici 3 raisons. t.co/gkf629ukl0,2022-10-19 06:31:00+00:00,65,17,1,47,0
Negative,0.802,1582433448391716864,0.8021801,0.092073776,0.10574607,"""c'est de la fraternité."" quelques jours après notre première vidéo, on est retourné voir ces habitants d'aulnay qui continuent d'aider les automobilistes à faire le plein d'essence. ils expliquent pourquoi ils font ça, et répondent aux critiques pour clore les polémiques. t.co/fi9lcbd3qu",2022-10-18 18:08:28+00:00,9624,2264,110,6817,433
Negative,0.861,1582424411092750339,0.86106324,0.082594626,0.056342144,"l’athlète iranienne elnaz rekabi a disputé la finale des championnats d’escalade à séoul ce dimanche 16 octobre, sans hijab. en ne portant pas le voile, elle désobéit aux lois islamiques imposées par le régime iranien. t.co/jsxjwxhoof",2022-10-18 17:32:34+00:00,185,40,7,136,2
Negative,0.563,1582407931571884037,0.5631593,0.34672374,0.09011698,"instagram s’est-il trop rapproché de tiktok  notre journaliste juliette deshormes a posé la question directement au patron d’instagram, adam @mosseri. t.co/dljtxs3gyk",2022-10-18 16:27:05+00:00,40,6,1,33,0
Negative,0.734,1582399794399453186,0.73386127,0.1683016,0.09783703,"en un an, les produits alimentaires ont subi une inflation de 9,9% d'après l'insee. pour vous, qu'est-ce qui est trop cher aujourd'hui 💸",2022-10-18 15:54:45+00:00,701,90,202,359,50
Positive,0.455,1582379725313511432,0.17991693,0.36500522,0.45507792,"ok, le bricolage c'est économique, mais comment s'assurer que ce soit aussi un peu plus écologique  astuces et ecolabel européen : steph aria, artisan ébéniste, partage ses secrets pour bricoler plus ""vert"". avec @ademe t.co/3apblaqlxm",2022-10-18 14:35:00+00:00,51,10,1,40,0
Neutral,0.472,1582308176137003008,0.31356198,0.47172475,0.2147133,comment les femmes se sentent lorsqu'elles prennent un vtc ou un taxi la nuit  mina soundiram a passé une nuit dans un uber pour poser directement la question aux femmes à bord. t.co/reg0or5k4h,2022-10-18 09:50:41+00:00,116,23,4,86,3
Positive,0.762,1582127772918390785,0.049875483,0.18828698,0.76183754,des centaines de personnes célèbrent le ballon d’or de karim @benzema à paris ! 📸 : @remybuisine pour brut t.co/urkp2llzds,2022-10-17 21:53:50+00:00,216,22,59,121,14
Positive,0.401,1582122887070158848,0.22975016,0.36905313,0.4011967,"avant karim benzema, zinédine zidane était le dernier français à avoir remporté le ballon d’or, en 1998. t.co/lo2untxsog",2022-10-17 21:34:25+00:00,300,36,4,253,7
Neutral,0.75,1582114259680444416,0.0531734,0.7495003,0.19732627,voici tous les ballons d’or de 1998 à 2022. t.co/drg990pxkv,2022-10-17 21:00:08+00:00,114,22,4,86,2
Positive,0.594,1582105618764136475,0.101875626,0.30375323,0.5943712,karim @benzema remporte le ballon d’or. t.co/crfei1ubss,2022-10-17 20:25:48+00:00,220,28,6,182,4
Positive,0.769,1582103932075401216,0.06298036,0.16789576,0.76912385,karim benzema devient le 5e français à remporter le ballon d’or. t.co/dvimtcq0gn,2022-10-17 20:19:06+00:00,251,25,1,223,2
Positive,0.676,1582098259387944961,0.07061554,0.25333303,0.67605144,c'est le premier ballon d'or français depuis zinédine zidane. voici l'histoire de karim @benzema. t.co/juqdqf7vpa,2022-10-17 19:56:33+00:00,879,199,8,656,16
Positive,0.806,1582098249829081090,0.048248515,0.14583428,0.80591714,la footballeuse espagnole @alexiaputellas remporte un deuxième ballon d’or d’affilée. t.co/vduchiotch,2022-10-17 19:56:31+00:00,136,19,1,115,1
Neutral,0.609,1582056853717934082,0.15828462,0.60906065,0.23265475,comment se développer quand on débute sur instagram  la créatrice de contenu sally a posé directement la question au patron d'insta adam @mosseri. t.co/vlnpfnyose,2022-10-17 17:12:01+00:00,31,2,4,25,0
Positive,0.771,1582033082781155329,0.031874284,0.19715309,0.77097267,qui remportera le ballon d'or cette année  voici l'histoire de ce trophée mythique. t.co/lyzoidddaa,2022-10-17 15:37:34+00:00,56,17,2,35,2
Positive,0.529,1581996709088882689,0.067593984,0.403197,0.529209,"avec sa start-up kumulus, iheb triki s'est donné pour mission d'apporter de l’eau en afrique et au moyen-orient. accompagné par orange, il a conçu une machine compacte qui transforme l’air en eau potable grâce à l'énergie solaire. voici comment ça marche. avec @orange t.co/mmn6wnoxqi",2022-10-17 13:13:02+00:00,288,66,3,213,6
