Sentiment,Score,Id_Tweet,Negative,Neutral,Positive,Text_Tweet,Date_Tweet,Nb_interaction,retweet_count,reply_count,like_count,quote_count
Negative,0.358,1505647680197996546,0.35789293,0.28619826,0.35590893,"face au terrorisme, nous avons résisté. et nous continuerons. t.co/xnefmxfy4i",2022-03-20 20:49:15+00:00,8065,831,2766,4322,146
Negative,0.86,1505195624362389515,0.8599023,0.076078594,0.06401898,"la guerre d'algérie et ses non-dits étaient devenus la matrice de ressentiments. ne rien oublier, ne rien nier des souffrances, assumer : le parcours de reconnaissance se poursuivra. t.co/igvtjuxn7a",2022-03-19 14:52:56+00:00,2441,356,429,1623,33
Negative,0.38,1505193727471587338,0.3796198,0.30977723,0.31060296,"pendant des décennies, les mémoires de la guerre d’algérie sont restées cloisonnées, clivées, divisées. ce que nous avons fait ensemble, c'est un parcours de reconnaissance. t.co/6wl89peyyf",2022-03-19 14:45:24+00:00,2063,323,316,1400,24
Negative,0.959,1503730083625906182,0.9585717,0.029822173,0.011606145,"pour échapper à la guerre en ukraine, trois millions de personnes ont quitté leur pays. chaque seconde, un enfant devient un réfugié. un drame humain. au cœur même de notre continent.",2022-03-15 13:49:24+00:00,13801,1482,2510,9621,188
Negative,0.896,1503065676344442884,0.8964085,0.08484601,0.01874551,"today, a us journalist was killed in ukraine. before him, others have been targeted, murdered, injured or kidnapped. our thoughts are with all those journalists driven by courage and an ideal: the freedom to inform. this freedom is fundamental to our democracies.",2022-03-13 17:49:17+00:00,19254,2635,1255,15203,161
Negative,0.818,1503055868472045568,0.81793207,0.07068039,0.111387536,"aujourd’hui un journaliste américain a été tué en ukraine. avant lui, d’autres ont été pris pour cible, assassinés, blessés, enlevés. nous pensons à tous ces journalistes animés par le courage et un idéal : la liberté d'informer. elle est fondamentale pour nos démocraties.",2022-03-13 17:10:19+00:00,31918,3372,2899,25223,424
Negative,0.65,1502317970651062274,0.6498792,0.12234368,0.22777708,"face à la guerre et à la violence inouïe déployée par la russie contre l'ukraine et son peuple, l'europe a répondu avec unité, rapidité et esprit de responsabilité. t.co/pkxooqpkpa",2022-03-11 16:18:10+00:00,4526,625,707,3149,45
Negative,0.941,1502012666126102528,0.94103986,0.03492565,0.02403446,"le bombardement russe d'une maternité à marioupol est un acte de guerre indigne et amoral. nous le condamnons avec la plus grande fermeté. dans le cadre des nations unies, les conséquences de cette guerre illégale menée en ukraine devront être tirées. t.co/efkqactkpu",2022-03-10 20:05:00+00:00,10856,1382,1925,7365,184
Negative,0.444,1501205949289312257,0.4444514,0.32214978,0.23339885,the german chancellor and i spoke to the chinese president this morning about the tragic consequences of the war in ukraine. president xi supported our action towards reaching a ceasefire and ensuring the people have access to humanitarian aid.,2022-03-08 14:39:24+00:00,12146,1283,1973,8728,162
Negative,0.854,1499461402326704128,0.8543775,0.09789267,0.04772967,i spoke to president putin this morning. he refuses to stop his attacks on ukraine at this point. it is vital to maintain dialogue to avoid human tragedy. i will continue my efforts and contacts. we must avoid the worst.,2022-03-03 19:07:11+00:00,38349,3863,4902,28867,717
Negative,0.717,1499432609306361862,0.7170799,0.087663025,0.19525705,"j'ai échangé ce matin avec le président poutine. cesser ses attaques contre l'ukraine, à ce stade, il le refuse. maintenir le dialogue pour éviter des drames humains est absolument nécessaire. je poursuivrai mes efforts et les contacts. il nous faut éviter le pire.",2022-03-03 17:12:46+00:00,35623,3235,3689,28133,566
Negative,0.515,1499150357359964165,0.5152029,0.36101055,0.12378654,"сегодня мы стоим бок о бок со всеми россиянами, которые не желают, чтобы эта недостойная война велась от их имени, в духе ответственности мужественно отстаивают мир, и заявляют об этом и в россии, и за ее пределами.",2022-03-02 22:31:12+00:00,36276,4693,2393,28570,620
Negative,0.761,1499114565610749953,0.76068085,0.096859515,0.14245953,"face aux conséquences économiques et sociales d'une guerre sur notre continent, je n’ai et n’aurai qu’une boussole : vous protéger. t.co/inijdgszpv",2022-03-02 20:08:59+00:00,5103,575,1091,3280,157
Negative,0.834,1499107411843588107,0.8339364,0.11114539,0.05491832,"ni la france, ni l’europe, ni l’ukraine, ni l’alliance atlantique n’ont voulu cette guerre. t.co/gxz4wqnziz",2022-03-02 19:40:33+00:00,8512,1126,915,6300,171
Negative,0.45,1497897720937332739,0.44984207,0.40802312,0.14213492,вчера вечером я попросил александра лукашенко обеспечить вывод российских войск с территории его страны. братство между белорусским и украинским народами должно подтолкнуть беларусь к отказу становиться вассалом и фактическим пособником россии в войне против украины.,2022-02-27 11:33:40+00:00,25285,2376,3486,19043,380
Negative,0.618,1497741152430133248,0.61798626,0.17094617,0.21106748,"ce soir, j'ai demandé au président loukachenko le retrait des troupes russes de son sol. la fraternité entre les peuples biélorusses et ukrainiens devrait conduire la biélorussie à refuser d'être le vassal et le complice de fait de la russie dans la guerre contre l'ukraine.",2022-02-27 01:11:32+00:00,34598,3208,3466,27408,516
Negative,0.772,1497714238537797635,0.7717926,0.17508644,0.053120997,"δεν είναι μόνο ο λαός της ουκρανίας που πενθεί σήμερα εξαιτίας του πολέμου που προκάλεσε η ρωσία, αλλά όλοι οι λαοί της ευρώπης. απόψε σκεφτόμαστε με θλίψη την ελλάδα που έχασε άδικα δέκα ομογενείς που ζούσαν στην oυκραvιά κοντά στην μαριούπολη.",2022-02-26 23:24:35+00:00,33062,4512,2261,25674,615
Negative,0.944,1497712499373883395,0.9441252,0.03997721,0.01589759,"ce n'est pas seulement le peuple ukrainien qui est endeuillé par la guerre initiée par la russie, ce sont tous les peuples d'europe. ce soir, nos pensées vont aussi vers la grèce après la perte de dix de ses compatriotes qui vivaient en ukraine près de marioupol.",2022-02-26 23:17:40+00:00,37585,3894,2482,30901,308
Negative,0.809,1497570453237342208,0.80881894,0.09456462,0.09661639,"la géorgie et la moldavie sont des pays voisins de notre union, elles sont nos partenaires et amies. à leurs présidentes, j’ai réaffirmé ce matin notre détermination à les soutenir contre toute tentative de tensions et de déstabilisation. solidaires dans la crise, nous le serons.",2022-02-26 13:53:14+00:00,26054,2424,1884,21485,261
Negative,0.828,1497038640714850306,0.8275401,0.09169202,0.08076778,"la guerre est là, sur notre sol. dans les temps tragiques que nous vivons, l'europe n'a d'autre choix que de devenir une puissance. t.co/eqllcneroo",2022-02-25 02:40:00+00:00,36110,3779,5503,25873,955
Negative,0.904,1496853671941865477,0.9041389,0.053035222,0.042825915,"en ces heures troubles où renaissent les fantômes du passé, où les manipulations seront nombreuses, ne cédons rien de notre unité. t.co/dtjytvnqmo",2022-02-24 14:25:00+00:00,18758,1983,2383,13986,406
Negative,0.39,1496851167514611720,0.3900494,0.22044617,0.3895044,"à cet acte de guerre, nous répondrons sans faiblesse, avec sang-froid, détermination et unité.",2022-02-24 14:15:03+00:00,54621,4633,4520,42709,2759
Negative,0.948,1496850153134870531,0.948364,0.028154077,0.023482,"en reniant sa parole, en refusant la voie diplomatique, en choisissant la guerre, le président poutine n’a pas seulement attaqué l’ukraine. il a décidé de porter l’atteinte la plus grave à la paix, à la stabilité dans notre europe.",2022-02-24 14:11:01+00:00,29715,3200,1899,24123,493
Negative,0.82,1496740133965553664,0.819557,0.073444195,0.10699873,la france condamne fermement la décision de la russie de faire la guerre à l’ukraine. la russie doit mettre immédiatement fin à ses opérations militaires.,2022-02-24 06:53:50+00:00,61580,7891,4044,45498,4147
Negative,0.95,1495874987105923076,0.9503027,0.026971843,0.022725549,"en reconnaissant les régions séparatistes de l'est de l'ukraine, la russie viole ses engagements et porte atteinte à la souveraineté de l'ukraine. je condamne cette décision. j’ai demandé une réunion d'urgence du conseil de sécurité des nations unies et des sanctions européennes.",2022-02-21 21:36:03+00:00,44015,5474,4930,31731,1880
Negative,0.526,1494344363761094661,0.52556145,0.23183075,0.24260782,"le moment est de savoir si nous, européens, bâtissons une nouvelle alliance, unique, conscients que la réussite ne peut être que commune. s'il y a un échec du continent africain, le premier à en pâtir sera le continent européen. alors bâtissons ! t.co/6wdwyv3bpm",2022-02-17 16:13:54+00:00,2018,316,441,1216,45
Negative,0.834,1494258926577201161,0.83373094,0.110010676,0.05625831,nous ne pouvons pas rester engagés militairement aux côtés d'autorités de fait dont nous ne partageons ni la stratégie ni les objectifs cachés. c'est la situation à laquelle nous sommes confrontés au mali. la lutte contre le terrorisme ne doit pas tout justifier. t.co/fsmuepovjd,2022-02-17 10:34:24+00:00,3095,468,506,2007,114
Negative,0.785,1494251527590006785,0.7845564,0.1762881,0.039155483,que se serait-il passé en 2013 si la france n'avait pas fait le choix d'intervenir  t.co/kew63vntt8,2022-02-17 10:05:00+00:00,2338,303,430,1546,59
Negative,0.796,1492129630534443011,0.79573274,0.08935885,0.11490843,"avec la montée des eaux, les décharges littorales menacent de libérer leurs déchets en mer. face à ce risque, nous avons identifié 50 sites français pour lesquels nous nous engageons à trouver des solutions d’ici 10 ans. en 2022, nous traiterons les 3 plus critiques. agissons !",2022-02-11 13:33:21+00:00,3109,402,517,2144,46
Negative,0.825,1492129040181993476,0.8254787,0.07728348,0.09723785,"supprimer les subventions publiques qui contribuent à la surpêche et à la pêche illicite, voilà notre objectif international des tous prochains mois. t.co/1ewpxufzzq",2022-02-11 13:31:00+00:00,1507,244,205,1028,30
Negative,0.706,1490828973617688579,0.70619047,0.1329136,0.16089597,"il est toujours simple de commencer un conflit, beaucoup moins de savoir le terminer et de bâtir une paix durable. pour être maintenue, la sécurité de notre continent a besoin que nous ne reproduisions pas les erreurs du passé. t.co/pmzrn8ucdl",2022-02-07 23:25:00+00:00,3048,493,287,2206,62
Negative,0.928,1490827481112322056,0.92792714,0.048573125,0.023499614,"ni la russie, ni les européens, n’ont interêt au désordre et à l’instabilité. t.co/bnpkc3ucgm",2022-02-07 23:19:04+00:00,3667,553,324,2712,78
Negative,0.767,1488884733257916427,0.7669919,0.09863731,0.1343708,notre histoire est faite de l’engagement de nos valeureux mineurs qui ont œuvré dans des conditions pénibles et périlleuses. ils ont permis à la france de tourner pendant des décennies. nous n’oublions pas les 42 mineurs décédés le 27 décembre 1974 dans la catastrophe de liévin. t.co/jwmdezhbed,2022-02-02 14:39:17+00:00,2079,307,206,1534,32
Negative,0.771,1486773520076050434,0.77051747,0.17728546,0.05219708,à la mémoire des victimes de l'holocauste. t.co/q8cqym2eii,2022-01-27 18:50:04+00:00,10021,1243,540,8133,105
Negative,0.849,1486748891911532545,0.84860575,0.08727385,0.0641205,"oublier les victimes de l'holocauste, jamais. répéter les atrocités du passé, jamais. céder aux vents mauvais qui ressoufflent, aux falsifications de l’histoire, jamais. n’oublions rien. ne cédons rien. t.co/pwoz4a71ft",2022-01-27 17:12:12+00:00,7624,1212,1256,4931,225
Negative,0.958,1486403636380975106,0.95818007,0.022991138,0.018828824,le massacre de la rue d’isly du 26 mars 1962 est impardonnable pour la république. la france reconnaît cette tragédie. t.co/f3jvtabzp3,2022-01-26 18:20:17+00:00,3476,419,615,2380,62
